,Manga ID,English Title,Japanese Title,Type,Volumes,Chapters,Status,Published,Genres,Author,Serialization,Score,Ranked,Popularity,Members
416,1014,Unknown,エイチツー,Manga,34,338,Finished,1992 to 1999,"['Comedy', 'Drama', 'Romance', 'School', 'Shounen', 'Sports']","['Adachi, Mitsuru (Story & Art)']",Shounen Sunday,8.17,422,1566,7214
417,89768,Unknown,この素晴らしい世界に祝福を！スピンオフ この素晴らしい世界に爆焔を！,Novel,5,30,Finished,"Jul  1, 2014 to Mar  1, 2019","['Comedy', 'Fantasy', 'Supernatural']","['Mishima, Kurone (Art)', ' Akatsuki, Natsume (Story)']",The Sneaker Web,8.17,416,3101,3760
418,99815,The Faraway Paladin,最果てのパラディン,Novel,Unknown,Unknown,Publishing,"Mar  25, 2016 to ?","['Adventure', 'Fantasy']","['Rin, Kususaga (Art)', ' Yanagino, Kanata (Story)']",None,8.17,417,4061,2868
419,59961,Aoharu x Machine Gun,青春×機関銃,Manga,Unknown,Unknown,Publishing,"Jun  18, 2012 to ?","['Action', 'Comedy', 'Shounen']",['NAOE (Story & Art)'],GFantasy,8.17,413,997,10888
420,62547,He does not have any friends.,湯神くんには友達がいない,Manga,16,81,Finished,"May  25, 2012 to May  22, 2019","['Comedy', 'School', 'Shounen', 'Slice', 'Slice']","['Sakura, Jun (Story & Art)']",Shounen Sunday,8.17,414,979,11138
421,63535,Sweetness and Lightning,甘々と稲妻,Manga,12,63,Finished,"Feb  7, 2013 to Dec  7, 2018","['Comedy', 'Slice', 'Slice', 'Seinen']","['Amagakure, Gido (Story & Art)']",good! Afternoon,8.17,415,727,14157
422,58563,Unknown,イノサン,Manga,9,99,Finished,"Jan  31, 2013 to Apr  16, 2015","['Drama', 'Historical', 'Seinen']","['Sakamoto, Shinichi (Story & Art)']",Young Jump,8.16,430,584,17030
423,78537,Teasing Master Takagi-san,からかい上手の高木さん,Manga,Unknown,Unknown,Publishing,"Jun  12, 2012 to ?","['Comedy', 'Romance', 'School', 'Shounen', 'Slice', 'Slice']","['Yamamoto, Souichirou (Story & Art)']",Gessan,8.16,431,165,46226
424,80375,My Brother's Husband,弟の夫,Manga,4,28,Finished,"Sep  25, 2014 to May  25, 2017","['Comedy', 'Slice', 'Slice']","['Tagame, Gengorou (Story & Art)']",Monthly Action,8.16,432,1936,6011
425,20,Hikaru no Go,ヒカルの碁,Manga,23,198,Finished,"Dec  8, 1998 to Jul  14, 2003","['Comedy', 'Drama', 'Game', 'Shounen', 'Supernatural']","['Obata, Takeshi (Art)', ' Hotta, Yumi (Story)']",Shounen Jump (Weekly),8.16,423,262,33552
426,564,Gantz,GANTZ,Manga,37,383,Finished,"Jul  13, 2000 to Jun  20, 2013","['Action', 'Drama', 'Ecchi', 'Horror', 'Sci', 'Sci', 'Supernatural', 'Psychological', 'Seinen']","['Oku, Hiroya (Story & Art)']",Young Jump,8.16,424,20,139591
427,928,Pokémon Adventures,ポケットモンスターSPECIAL,Manga,Unknown,Unknown,Publishing,Apr 1997 to ?,"['Action', 'Adventure', 'Kids', 'Shounen']","['Kusaka, Hidenori (Story)', ' Yamamoto, Satoshi (Art)', ' Mato (Art)']",CoroCoro Comic,8.16,425,266,33095
428,1320,Unknown,火鳳燎原,Manhua,Unknown,Unknown,Publishing,"Jun  15, 2001 to ?","['Action', 'Adventure', 'Historical', 'Military']","['Chen, Mou (Story & Art)']",None,8.16,426,1580,7152
429,1695,Message to Adolf,アドルフに告ぐ,Manga,4,36,Finished,"Dec  22, 1983 to May  16, 1985","['Drama', 'Historical', 'Military']","['Tezuka, Osamu (Story & Art)']",Shuukan Bunshun,8.16,427,948,11406
430,3009,Unknown,ジョジョの奇妙な冒険 ストーンオーシャン,Manga,17,158,Finished,"Dec  7, 1999 to Apr  8, 2003","['Action', 'Adventure', 'Shounen']","['Araki, Hirohiko (Story & Art)']",Shounen Jump (Weekly),8.16,428,61,88759
431,4945,Unknown,銀牙～流れ星銀～,Manga,18,55,Finished,"Nov  15, 1983 to Feb  24, 1987",['Shounen'],"['Takahashi, Yoshihiro (Story & Art)']",Shounen Jump (Weekly),8.16,429,4102,2832
432,126287,Unknown,葬送のフリーレン,Manga,Unknown,Unknown,Publishing,"Apr  28, 2020 to ?","['Adventure', 'Fantasy', 'Magic', 'Shounen']","['Yamada, Kanehito (Story)', ' Abe, Tsukasa (Art)']",Shounen Sunday,8.16,436,4538,2521
433,36719,The Devil Is a Part-Timer!,はたらく魔王さま！,Novel,Unknown,Unknown,Publishing,"Feb  10, 2011 to ?","['Comedy', 'Demons', 'Fantasy', 'Romance', 'Supernatural']","['Wagahara, Satoshi (Story)', ' 029 (Art)']",None,8.16,433,556,17664
434,42579,Unknown,쿠베라,Manhwa,Unknown,Unknown,Publishing,"Feb  7, 2010 to ?","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Shounen']",['Currygom (Story & Art)'],Naver Webtoon,8.16,434,1167,9531
435,44319,Puella Magi Madoka★Magica: The different story,魔法少女まどか☆マギカ ～The different story～,Manga,3,12,Finished,"Jun  12, 2012 to Nov  12, 2012","['Drama', 'Horror', 'Magic', 'School', 'Seinen']","['Magica Quartet (Story)', ' Hanokage (Art)']",None,8.16,435,894,11988
436,102165,Tokidoki,刻どキ,One-shot,Unknown,1,Finished,"Oct  20, 2016","['Drama', 'Romance', 'School', 'Shounen']","['Komi, Naoshi (Story & Art)']",Jump GIGA,8.16,437,424,22124
437,88991,Unknown,유혹의 기술,Manhwa,7,36,Finished,"Mar  1, 2013 to Jan  1, 2016","['Comedy', 'Ecchi', 'Romance', 'Shounen', 'Slice', 'Slice']","['Woo, Sang Ho (Story & Art)']",Chance+,8.15,438,714,14387
438,99821,Wolf & Parchment: New Theory Spice & Wolf,新説 狼と香辛料 狼と羊皮紙,Novel,Unknown,Unknown,Publishing,"Sep  10, 2016 to ?",['Fantasy'],"['Hasekura, Isuna (Story)', ' Ayakura, Juu (Art)']",None,8.15,439,3056,3811
439,120875,Your Letter,연의 편지,Manhwa,1,11,Finished,"Aug  11, 2018 to Oct  13, 2018","['Adventure', 'Mystery', 'Drama', 'School']","['Cho, Hyun-ah (Story & Art)']",Naver Webtoon,8.15,454,6010,1833
440,436,Uzumaki: Spiral into Horror,うずまき,Manga,3,19,Finished,"Jan  12, 1998 to Aug  30, 1999","['Dementia', 'Drama', 'Horror', 'Romance', 'Supernatural', 'Psychological', 'Seinen']","['Ito, Junji (Story & Art)']",Big Comic Spirits,8.15,443,46,100246
441,633,Beauty Pop,ビューティーポップ,Manga,10,57,Finished,Sep 2003 to Feb 2008,"['Comedy', 'Romance', 'School', 'Shoujo']","['Arai, Kiyoko (Story & Art)']",Ciao,8.14,444,396,23246
442,1297,Unknown,医龍-Team Medical Dragon-,Manga,25,210,Finished,"Nov  1, 2002 to Jan  28, 2011","['Drama', 'Psychological', 'Seinen']","['Nagai, Akira (Story)', ' Nogizaka, Tarou (Art)']",Big Comic Superior,8.15,445,1344,8349
443,3097,Twin Spica,ふたつのスピカ,Manga,16,97,Finished,"Jun  5, 2000 to Aug  5, 2009","['Drama', 'Fantasy', 'Sci', 'Sci', 'Slice', 'Slice', 'Supernatural', 'Seinen']","['Yaginuma, Kou (Story & Art)']",Comic Flapper,8.15,446,3031,3848
444,3282,Unknown,蛍火の杜へ,Manga,1,4,Finished,"Jun  10, 2002 to Mar  24, 2003","['Drama', 'Romance', 'Shoujo']","['Midorikawa, Yuki (Story & Art)']",LaLa,8.15,447,670,15141
445,3868,Unknown,シグルイ,Manga,15,84,Finished,"Jun  19, 2003 to Jul  17, 2010","['Action', 'Drama', 'Historical', 'Martial', 'Martial', 'Samurai', 'Seinen']","['Yamaguchi, Takayuki (Art)', ' Nanjou, Norio (Story)']",Champion RED,8.15,448,720,14203
446,5775,Unknown,山本善次朗と申します,Manga,5,20,Finished,"Feb 2007 to Aug  17, 2011","['Drama', 'Romance', 'Shoujo', 'Supernatural']","['Maki, Youko (Story & Art)']",Ribon Mascot,8.15,449,2168,5355
447,11914,Adekan,艶漢,Manga,Unknown,Unknown,Publishing,"Jul  14, 2007 to ?","['Action', 'Historical', 'Shoujo']","['Nao, Tsukiji (Story & Art)']",Wings,8.15,450,1459,7731
448,12917,Unknown,Shaman King シャーマンキング 完全版,Manga,Unknown,33,Finished,"Mar  4, 2008 to Apr  3, 2009","['Action', 'Adventure', 'Comedy', 'Supernatural']","['Takei, Hiroyuki (Story & Art)']",Jump SQ.,8.15,451,951,11381
449,13271,House of Five Leaves,さらい屋五葉,Manga,8,59,Finished,"Nov  25, 2005 to Jul  24, 2010","['Drama', 'Historical', 'Samurai', 'Seinen']","['Ono, Natsume (Story & Art)']",Ikki,8.15,452,2569,4555
450,14978,Unknown,最遊記RELOAD BLAST,Manga,Unknown,Unknown,Publishing,"Dec  28, 2009 to ?","['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Josei']","['Minekura, Kazuya (Story & Art)']",Comic ZERO-SUM,8.15,453,3936,2959
451,24339,Unknown,桜蘭高校ホスト部,One-shot,Unknown,1,Finished,Nov 2010,['Comedy'],"['Hatori, Bisco (Story & Art)']",LaLa,8.15,440,2415,4861
452,42867,Kagerou Daze,カゲロウデイズ,Novel,8,Unknown,Finished,"May  30, 2012 to Dec  29, 2017","['Comedy', 'Magic', 'Sci', 'Sci', 'Slice', 'Slice']","['Jin (Story)', ' Sidu (Art)']",None,8.15,441,1229,9000
453,45757,Food Wars: Shokugeki no Soma,食戟のソーマ,Manga,36,325,Finished,"Nov  26, 2012 to Aug  29, 2019","['Ecchi', 'School', 'Shounen']","['Saeki, Shun (Art)', ' Tsukuda, Yuuto (Story)', ' Morisaki, Yuki (Story)']",Shounen Jump (Weekly),8.15,442,19,142168
454,25250,The Voynich Hotel,ヴォイニッチホテル,Manga,3,68,Finished,"Oct  17, 2006 to Mar  17, 2015","['Comedy', 'Ecchi', 'Horror', 'Seinen']","['Dowman, Sayman (Story & Art)']",Young Champion Retsu,8.14,457,429,21775
455,36933,My Love Story!!,俺物語!!,Manga,13,52,Finished,"Dec  13, 2011 to Jul  13, 2016","['Comedy', 'Romance', 'Shoujo']","['Kawahara, Kazune (Story)', ' Aruko (Art)']",Bessatsu Margaret,8.14,458,431,21575
456,38105,Unknown,加瀬さんシリーズ,Manga,Unknown,Unknown,Publishing,"Aug  25, 2010 to ?","['Romance', 'School', 'Shoujo', 'Shoujo']","['Takashima, Hiromi (Story & Art)']",Wings,8.14,459,508,19007
457,115922,The Eminence in Shadow,陰の実力者になりたくて！,Novel,Unknown,Unknown,Publishing,"Nov  5, 2018 to ?","['Action', 'Comedy', 'Fantasy']","['Touzai (Art)', ' Aizawa, Daisuke (Story)']",None,8.14,455,5831,1894
458,125036,The Horizon,수평선,Manhwa,3,21,Finished,"Mar  30, 2016 to Jul  21, 2016","['Adventure', 'Drama', 'Psychological']","['Jeong, Ji-Hoon (Story & Art)']",Comica,8.15,456,13941,555
459,58007,Attack on Titan: No Regrets,進撃の巨人 悔いなき選択,Manga,2,8,Finished,"Nov  28, 2013 to Jun  28, 2014","['Action', 'Fantasy', 'Shoujo', 'Supernatural']","['Suruga, Hikaru (Art)', ' Sunaaku, Gan (Story)']",ARIA,8.14,460,276,32038
460,62795,Unknown,トモダチゲーム,Manga,Unknown,Unknown,Publishing,"Dec  9, 2013 to ?","['Game', 'Shounen', 'Psychological']","['Yamaguchi, Mikoto (Story)', ' Satou, Yuuki (Art)']",Bessatsu Shounen Magazine,8.14,461,994,10907
461,339,Cromartie High School,魁!! クロマティ高校,Manga,17,335,Finished,"Jul  19, 2000 to May  17, 2006","['Comedy', 'Shounen']","['Nonaka, Eiji (Story & Art)']",Shounen Magazine (Weekly),8.14,462,1171,9501
462,393,The Kindaichi Case Files,金田一少年の事件簿,Manga,27,219,Finished,"Oct  14, 1992 to Oct  22, 1997","['Mystery', 'Drama', 'Shounen', 'Supernatural', 'Psychological']","['Kibayashi, Shin (Story)', ' Kanari, Youzaburou (Story)', ' Satou, Fumiya (Art)']",Shounen Magazine (Weekly),8.14,463,2904,4026
463,648,Dogs: Bullets & Carnage,DOGS / BULLETS & CARNAGE,Manga,Unknown,Unknown,Publishing,"Jun  18, 2005 to ?","['Action', 'Drama', 'Seinen']","['Miwa, Shirow (Story & Art)']",Ultra Jump,8.14,464,356,26450
464,770,Battle Angel Alita: Last Order,銃夢 Last Order,Manga,19,124,Finished,"Jul  19, 2001 to Jan  28, 2014","['Action', 'Drama', 'Martial', 'Martial', 'Sci', 'Sci', 'Seinen']","['Kishiro, Yukito (Story & Art)']",Ultra Jump,8.14,465,657,15535
465,375,Initial D,頭文字D,Manga,48,724,Finished,"Jun  26, 1995 to Jul  29, 2013","['Action', 'Cars', 'Drama', 'Sports', 'Seinen']","['Shigeno, Shuuichi (Story & Art)']",Young Magazine (Weekly),8.13,466,745,13947
466,1092,Unknown,ごくせん,Manga,15,156,Finished,"Dec  15, 1999 to Feb  15, 2007","['Action', 'Comedy', 'Romance', 'School', 'Slice', 'Slice', 'Josei']","['Morimoto, Kozueko (Story & Art)']",YOU,8.13,467,905,11899
467,1260,Higurashi WHEN THEY CRY: Curse Killing Arc,ひぐらしのなく頃に 祟殺し編,Manga,2,13,Finished,"May  18, 2005 to May  18, 2006","['Mystery', 'Drama', 'Horror', 'Shounen', 'Supernatural', 'Psychological']","['Suzuki, Jirou (Art)', ' Ryukishi07 (Story)']",GFantasy,8.13,468,1140,9702
468,4453,Shoulder-a-Coffin Kuro,棺担ぎのクロ。～懐中旅話～,Manga,7,86,Finished,"Dec  9, 2004 to May  10, 2018","['Adventure', 'Fantasy']","['Kiyuzuki, Satoko (Story & Art)']",Manga Time Kirara,8.13,469,3442,3369
469,10000,Book Girl,“文学少女”シリーズ,Novel,8,74,Finished,"Apr  28, 2006 to Aug  30, 2008","['Mystery', 'Drama', 'Romance']","['Nomura, Mizuki (Story)', ' Takeoka, Miho (Art)']",None,8.13,470,2316,5026
470,79993,Unknown,うみねこのなく頃に 散,Novel,7,Unknown,Finished,"Jul  13, 2012 to Sep  30, 2018","['Mystery', 'Fantasy', 'Horror', 'Supernatural', 'Psychological', 'Thriller']","['Ryukishi07 (Story)', ' Tomohi (Art)']",None,8.13,478,4982,2265
471,19980,Unknown,恋だの愛だの,Manga,11,46,Finished,"Oct  10, 2009 to Apr  9, 2016","['Comedy', 'Romance', 'School', 'Shoujo']","['Tsujita, Ririko (Story & Art)']",LaLa DX,8.13,473,1162,9543
472,23419,5 Centimeters Per Second,秒速5センチメートル,Manga,2,11,Finished,"May  25, 2010 to Mar  25, 2011","['Drama', 'Romance', 'Seinen']","['Shinkai, Makoto (Story)', ' Seike, Yukiko (Art)']",Afternoon,8.13,474,451,20775
473,24903,Gangsta.,GANGSTA.,Manga,Unknown,Unknown,Publishing,"Jan  21, 2011 to ?","['Action', 'Drama', 'Seinen']",['Kohske (Story & Art)'],Comic@Bunch,8.13,475,204,40285
474,30051,Unknown,さくら荘のペットな彼女,Novel,13,Unknown,Finished,"Jan  10, 2010 to Mar  8, 2014","['Comedy', 'Romance', 'Slice', 'Slice']","['Kamoshida, Hajime (Story)', ' Mizoguchi, Keiji (Art)']",None,8.13,476,1122,9875
475,46024,Log Horizon,ログ・ホライズン,Novel,Unknown,Unknown,Publishing,"Apr  13, 2010 to ?","['Action', 'Adventure', 'Fantasy', 'Magic', 'Sci', 'Sci']","['Touno, Mamare (Story)', ' Hara, Kazuhiro (Art)']",None,8.13,477,1131,9790
476,98578,Astra Lost in Space,彼方のアストラ,Manga,5,49,Finished,"May  9, 2016 to Dec  30, 2017","['Action', 'Sci', 'Sci', 'Shounen', 'Space']","['Shinohara, Kenta (Story & Art)']",Shounen Jump+,8.13,471,1315,8509
477,108566,Unknown,まちカドまぞく,Manga,Unknown,Unknown,Publishing,"Jun  28, 2014 to ?","['Comedy', 'Magic', 'Slice', 'Slice']","['Ito, Izumo (Story & Art)']",Manga Time Kirara Carat,8.13,472,4065,2865
478,89960,"Re:ZERO -Starting Life in Another World-, Chapter 3: Truth of Zero",Re：ゼロから始める異世界生活 第三章 Truth of Zero,Manga,Unknown,Unknown,Publishing,"May  27, 2015 to ?","['Action', 'Fantasy', 'Seinen']","['Matsuse, Daichi (Art)', ' Nagatsuki, Tappei (Story)']",Comic Alive,8.12,480,1503,7506
479,90810,Unknown,乃木若葉は勇者である,Novel,2,21,Finished,"Jul  30, 2015 to Jan  30, 2017","['Fantasy', 'Magic']","['BUNBUN (Art)', ' Takahiro (Story)', ' Akashiro, Aoi (Story)']",Dengeki G's magazine,8.12,481,3799,3070
480,91514,Boarding School Juliet,寄宿学校のジュリエット,Manga,16,121,Finished,"Jul  9, 2015 to Sep  4, 2019","['Action', 'Comedy', 'Romance', 'School', 'Shounen']","['Kaneda, Yousuke (Story & Art)']",Shounen Magazine (Weekly),8.12,482,353,26563
481,99386,Unknown,ソードアート・オンライン プロジェクト・アリシゼーション,Manga,Unknown,Unknown,Publishing,"Aug  9, 2016 to ?","['Action', 'Fantasy', 'Game', 'Sci', 'Sci']","['Yamada, Koutarou (Art)', ' Kawahara, Reki (Story)']",Dengeki Bunko Magazine,8.12,483,2301,5067
482,104491,Unknown,僕らの食卓,Manga,1,8,Finished,"Nov  21, 2015 to Jan  21, 2017","['Shounen', 'Shounen', 'Slice', 'Slice']","['Mita, Ori (Story & Art)']",RuTile,8.12,484,4018,2908
483,105430,Unknown,川柳少女,Manga,Unknown,Unknown,Publishing,"Oct  19, 2016 to ?","['Comedy', 'School', 'Shounen', 'Slice', 'Slice']","['Igarashi, Masakuni (Story & Art)']",Shounen Magazine (Weekly),8.12,485,589,16924
484,57035,Seraph of the End: Guren Ichinose - Catastrophe at Sixteen,終わりのセラフ 一瀬グレン、16歳の破滅〈カタストロフィ〉,Novel,7,46,Finished,"Jan  4, 2013 to Dec  2, 2016","['Action', 'Drama', 'Vampire', 'Supernatural']","['Yamamoto, Yamato (Art)', ' Kagami, Takaya (Story)']",None,8.12,479,2160,5376
485,908,Soul Eater,SOUL EATER,Manga,25,117,Finished,"Jun  24, 2003 to Aug  12, 2013","['Action', 'Fantasy', 'Shounen', 'Supernatural']","['Ookubo, Atsushi (Story & Art)']",Shounen Gangan,8.12,486,24,126125
486,1149,Unknown,北斗の拳,Manga,27,245,Finished,"Sep  13, 1983 to Jul  26, 1988","['Action', 'Drama', 'Martial', 'Martial', 'Sci', 'Sci', 'Shounen']","['Hara, Tetsuo (Art)', ' Buronson (Story)']",Shounen Jump (Weekly),8.12,487,426,22096
487,3076,Vassalord.,Vassalord. (ヴァッサロード),Manga,7,36,Finished,"Nov  17, 2004 to Feb  15, 2013","['Action', 'Comedy', 'Mystery', 'Fantasy', 'Shoujo', 'Shounen', 'Shounen', 'Vampire', 'Supernatural']","['Chrono, Nanae (Story & Art)']",Comic Blade Zebel,8.12,488,859,12315
488,5029,Unknown,金魚奏,Manga,2,9,Finished,"Aug  10, 2005 to Feb  10, 2007","['Drama', 'Romance', 'Shoujo']","['Fujitsuka, Yuki (Story & Art)']",LaLa DX,8.12,489,1584,7127
489,8742,Unknown,明日の王様,Manga,10,53,Finished,1996 to 2001,['Josei'],"['Yachi, Emiko (Story & Art)']",Young You,8.12,490,3717,3132
490,13290,No Longer Human,人間失格,Manga,3,12,Finished,"Feb  6, 2009 to Apr  21, 2011","['Drama', 'Historical', 'Psychological', 'Seinen']","['Furuya, Usamaru (Story & Art)', ' Dazai, Osamu (Story)']",Comic Bunch,8.12,491,749,13906
491,15104,Kingdom Hearts 358/2 Days,キングダム ハーツ 358/2 Days,Manga,5,35,Finished,"Aug  12, 2009 to Sep  12, 2012","['Fantasy', 'Shounen']","['Amano, Shiro (Art)', ' Nomura, Tetsuya (Story)']",Shounen Gangan,8.12,492,1280,8680
492,21479,Sword Art Online,ソードアート・オンライン,Novel,Unknown,Unknown,Publishing,"Apr  10, 2009 to ?","['Action', 'Adventure', 'Fantasy', 'Game', 'Romance', 'Sci', 'Sci']","['BUNBUN (Art)', ' Kawahara, Reki (Story)']",None,8.12,493,164,46486
493,24457,Puella Magi Madoka★Magica,魔法少女まどか★マギカ,Manga,3,12,Finished,"Feb  12, 2011 to May  30, 2011","['Drama', 'Fantasy', 'Horror', 'Magic', 'School']","['Magica Quartet (Story)', ' Hanokage (Art)']",None,8.12,494,328,27995
494,26704,Descending Stories: Showa Genroku Rakugo Shinju,昭和元禄落語心中,Manga,10,31,Finished,"Mar  25, 2010 to Jun  7, 2016","['Drama', 'Josei']","['Kumota, Haruko (Story & Art)']",ITAN,8.12,495,2845,4112
495,27967,Pandora Hearts: Caucus Race,PandoraHearts ～Caucus race～,Novel,3,14,Finished,"Mar  26, 2011 to May  27, 2013","['Action', 'Fantasy', 'Magic', 'Supernatural']","['Mochizuki, Jun (Art)', ' Wakamiya, Shinobu (Story)']",None,8.12,496,3555,3270
496,48025,Magi: The Adventures of Sinbad,マギ シンドバッドの冒険,Manga,19,182,Finished,"May  8, 2013 to May  2, 2018","['Action', 'Adventure', 'Fantasy', 'Shounen']","['Ohtaka, Shinobu (Story)', ' Ohtera, Yoshifumi (Art)']",Ura Sunday,8.12,497,406,22938
497,18074,Getter Robo Saga,Unknown,Manga,9,69,Finished,Not available,"['Action', 'Mecha', 'Shounen']","['Ishikawa, Ken (Story & Art)']",None,8.11,498,8937,1103
498,35003,Yamada-kun and the Seven Witches,山田くんと7人の魔女,Manga,28,246,Finished,"Feb  22, 2012 to Feb  22, 2017","['Comedy', 'Mystery', 'Romance', 'School', 'Shounen', 'Harem', 'Supernatural']","['Yoshikawa, Miki (Story & Art)']",Shounen Magazine (Weekly),8.11,499,62,87041
499,41847,Unknown,それでも世界は美しい,Manga,25,153,Finished,"Mar  5, 2009 to May  20, 2020","['Adventure', 'Fantasy', 'Romance', 'Shoujo']","['Shiina, Dai (Story & Art)']",Hana to Yume,8.11,500,551,17806
