GENES "U3" "U4" "U6" "U7" "U8" "U9" "H34" "H35" "H36" "H38" "H39" "H40" "S62" "S63" "S64" "S67" "S68"
"CHUK" 219.513999842682 905.468789106675 4.58474560387868 1565.05139639282 3283.7125887929 62.9387289108379 72.6141505602387 553.647462791947 11.0694066495283 78.9401006678305 7.50611187463335 121.760865383535 799.961096179648 66.0024270671912 1951.99129690011 1128.12418752188 341.375262330954
"COL1A1" 1819.013671211 1388.70444405925 3516.49987817495 925.336638117258 1705.5882392806 954.748514833897 352.001522532864 2734.10105421148 267.247103395755 3389.09053813105 1616.81649779602 1380.4454738061 3406.08435482741 1498.71028357743 1047.24601948015 632.077897166627 1041.9057485726
"CREB1" 1265.73569499933 15.5496621643154 13.754236811636 205.412995776558 1307.41532648057 1058.22405219578 257.248911435968 9.60082305419561 131.251535987264 402.167810159083 6.00488949970668 1.46699837811488 3381.08557057179 3487.88687863691 60.4955980444248 132.513548014525 3433.90324643324
"CREBBP" 1419.78060716963 614.809719419856 74.8841781966851 11818.0943570113 1017.28323453177 1046.48971290732 932.029188593307 2190.05441447373 1946.63422650991 1396.38637532689 469.882603352048 293.399675622976 390.606003993969 2174.6661745759 6024.0172186015 1771.92894734466 135.127708006003
"E2F1" 125.803344939081 4390.98536963092 1.52824853462623 1.95631424549103 138.389366034155 1.06675811713285 339.603984632336 52.2711477395094 55.3470332476415 2985.85596985483 199.662575865247 23799.1146881577 1.04161601065058 1.13797288046881 1.34434662320944 1.17268626561526 1.18533077198248
"EGFR" 10.2696608113536 111.239890867795 13020.6775150155 1.95631424549103 534.134395219547 866.20759111187 354.658137797263 105.609053596152 14.2320942636792 801.135345966767 1175.45711956758 569.195370708573 80.204432820095 112.659315166413 12.099119608885 9320.51043911011 388.788493210253
"EGR1" 5.13483040567678 8.37289501155446 1.52824853462623 5.86894273647309 6.06970903658576 3.20027435139854 0.442769210733163 7982.55099050508 143.902286443868 97.0749886590889 1.50122237492667 4.40099513434464 1.04161601065058 3.41391864140644 1.34434662320944 10.5541763905374 821.434224983858
"ELK1" 229.783660654036 1.19612785879349 10.6977397423836 1.95631424549103 1.21394180731715 109.876086064683 271.860295390162 180.282121795451 1722.08340590519 259.222222463281 3.00244474985334 1.46699837811488 98.9535210118055 12.5177016851569 1.34434662320944 3.51805879684579 35.5599231594744
"ETS1" 4211.84464025638 7094.23433050421 28307.7476068816 7091.63913990499 23087.9592333649 8200.16964640018 2440.10112035046 5472.4691408915 23.7201571061321 2948.51943575518 9137.94059617864 391.688566956673 7696.50070269716 15320.5288897516 11928.3875877374 3333.94705314419 20260.8588854965
"ETS2" 159.17974257598 1.19612785879349 10.6977397423836 1.95631424549103 982.078922119576 9.60082305419561 323.664293045942 3261.07956407511 3.16268761415094 459.772748484256 815.163749585182 5.86799351245951 1.04161601065058 1.13797288046881 63.1842912908437 3.51805879684579 1.18533077198248
"FOS" 697.053227570623 3.58838357638048 1.52824853462623 256.277166159325 205.156165436599 444.838134844397 0.442769210733163 3.20027435139854 1.58134380707547 3.20027435139854 1.50122237492667 1.46699837811488 1.04161601065058 1.13797288046881 4.03303986962832 85.6060973899142 8.29731540387735
"GRB2" 875.488584167891 321.75839401545 2752.37561086183 158.461453884774 2163.24430063916 718.994970947538 695.590430061799 2870.64609320449 80.6485341608491 373.365340996496 10.5085566244867 206.846771314198 840.584120595021 1107.24761269616 1135.97289661198 497.218976620872 1.18533077198248
"HRAS" 6.41853800709597 551.414942903801 1.52824853462623 1.95631424549103 8.49759265122006 163.213991921325 59.773843448977 41.603566568181 20.5574694919811 331.761774428315 13.51100137434 1.46699837811488 157.284017608238 42.1049965773461 1.34434662320944 503.082407948948 17.7799615797372
"HSPA5" 5780.53532919063 14733.9029646183 3849.65805872347 5463.98568765645 35568.4949543925 2675.42935776918 4109.34104481448 26620.9488130502 504.448674457076 10113.9337085365 2778.76261598927 204011.063449302 31419.3053452642 30151.7294409017 18.8208527249322 52828.343579702 28501.2784123187
"HSPB1" 1.28370760141919 684.185135229878 1.52824853462623 1.95631424549103 1.21394180731715 14.9346136398598 65.5298431885081 16.0013717569927 11.0694066495283 126.944215938809 4.50366712478001 1.46699837811488 1.04161601065058 370.979159032833 4.03303986962832 1.17268626561526 1.18533077198248
"JUN" 1.28370760141919 3252.27164805951 1.52824853462623 1.95631424549103 2960.80406804653 11.7343392884613 213.857528784118 41.603566568181 1402.65195687594 1524.39734938284 1763.93629053884 3971.16460955698 1409.30646241024 3.41391864140644 1.34434662320944 2.34537253123053 1037.16442548467
"KRAS" 1267.01940260075 1.19612785879349 1.52824853462623 1.95631424549103 72.8365084390291 937.680384959771 213.857528784118 468.306813421319 4.74403142122642 71.4727938479006 3.00244474985334 77.7509140400886 17.7074721810599 312.942542128924 770.31061509901 3.51805879684579 480.058962652904
"KSR1" 1.28370760141919 1.19612785879349 10.6977397423836 1.95631424549103 1.21394180731715 893.943302157324 43.3913826518499 1.06675811713285 1.58134380707547 3.20027435139854 1.50122237492667 1.46699837811488 20.8323202130117 3.41391864140644 4.03303986962832 578.134328948325 34.3745923874919
"MAP2K1" 4668.84454636161 5615.82029703545 1.52824853462623 1.95631424549103 1.21394180731715 1345.18198570452 1358.41593852934 822.470508309424 115.438097916509 33.0695016311182 4.50366712478001 7.33499189057439 2406.13298460285 995.726270410212 12.099119608885 444.448094668185 27.262607755597
"MAP2K2" 1.28370760141919 14.3535343055219 4.58474560387868 1.95631424549103 3.64182542195146 188.816186732514 65.9726123992412 574.982625134604 4.74403142122642 77.8733425506977 121.59901236906 39.6089562091017 9.37454409585525 3.41391864140644 1.34434662320944 1.17268626561526 34.3745923874919
"MAP2K3" 192.556140212879 295.443581121993 1.52824853462623 60.645741610222 637.319448841505 281.624142923071 282.486756447758 347.763146185308 105.950035074057 380.832647816426 205.667465364954 1.46699837811488 19.7907042023611 269.699572671109 1.34434662320944 1.17268626561526 58.0812078271415
"MAP2K4" 143.77525135895 8.37289501155446 4.58474560387868 5.86894273647309 5463.9520747345 206.951074723772 615.006433708363 56.5381802080408 11.0694066495283 423.50297250174 4.50366712478001 68.9489237713993 70.8298887242397 26.1733762507827 14.7878128553038 2965.723565741 3475.38982345263
"MAP2K5" 1.28370760141919 3.58838357638048 1.52824853462623 1.95631424549103 8.49759265122006 1.06675811713285 3.98492289659846 3092.53178156812 7.90671903537736 1.06675811713285 1.50122237492667 13.2029854030339 2.08323202130117 1.13797288046881 1.34434662320944 1.17268626561526 1.18533077198248
"MAP2K6" 1.28370760141919 1.19612785879349 7.64124267313114 1.95631424549103 1.21394180731715 1.06675811713285 0.442769210733163 1.06675811713285 1.58134380707547 3.20027435139854 1.50122237492667 1.46699837811488 5.20808005325292 3.41391864140644 1.34434662320944 8.20880385930684 3.55599231594744
"MAP2K7" 1053.92394076516 1.19612785879349 61855.8594389965 5.86894273647309 15.781243495123 1485.99405716605 351.115984111398 912.078190148583 140.739598829717 2187.92089823947 61.5501173719935 1444.99340244316 746.838679636469 3.41391864140644 1044.55732623374 21.1083527810747 3445.75655415307
"MAP3K1" 3.85112280425758 1.19612785879349 1.52824853462623 1.95631424549103 2331.98221185625 640.054870279707 161.610761917604 860.873800526206 1.58134380707547 92.8079561905575 2175.27122126874 1.46699837811488 5.20808005325292 1.13797288046881 1.34434662320944 1.17268626561526 1.18533077198248
"MAP3K2" 1516.05867727607 8248.49771423993 108.505645958462 1410.50257099903 840.047730663469 8.53406493706276 93.8670726754305 7.46730681992992 335.2448871 43.7370828024467 9.00733424956002 280.196690219942 7057.99008816836 9098.09317934816 1058.00079246583 5524.52499731351 3708.89998553318
"MAP3K3" 1.28370760141919 1.19612785879349 1.52824853462623 1.95631424549103 999.074107422016 37.3365340996496 67.7436892421739 963.282579770959 4.74403142122642 18.1348879912584 37.5305593731668 1.46699837811488 1.04161601065058 33.0012135335956 1.34434662320944 167.694135982983 8.29731540387735
"MAP3K4" 793.331297677062 630.359381584171 10.6977397423836 84.1215125561143 20.6370107243916 439.504344258732 16.8252300078602 7.46730681992992 1.58134380707547 88.5409237220262 229.687023363781 96.821892955582 1115.57074740678 91.0378304375051 100.825996740708 4.69074506246105 58.0812078271415
"MAP4K1" 329.912853564733 39.4722193401853 19.867230950141 1.95631424549103 3.64182542195146 80.0068587849634 2.21384605366581 1.06675811713285 4.74403142122642 1.06675811713285 4.50366712478001 2.93399675622976 67.705040692288 3.41391864140644 1.34434662320944 1.17268626561526 77.0465001788611
"MAPK10" 1.28370760141919 1.19612785879349 1.52824853462623 1.95631424549103 3.64182542195146 35.2030178653839 70.4003045065729 36.2697759825167 1.58134380707547 18.1348879912584 31.5256698734601 2.93399675622976 4.16646404260234 2.27594576093763 4.03303986962832 1.17268626561526 1.18533077198248
"MAPK11" 1.28370760141919 1.19612785879349 1.52824853462623 1.95631424549103 1.21394180731715 1.06675811713285 2.21384605366581 5.33379058566423 1.58134380707547 10.6675811713285 1.50122237492667 4.40099513434464 1.04161601065058 1.13797288046881 1.34434662320944 1.17268626561526 1.18533077198248
"MAPK1" 160.463450177399 51.4334979281202 10.6977397423836 1.95631424549103 1.21394180731715 1.06675811713285 1.32830763219949 3.20027435139854 1.58134380707547 71.4727938479006 7.50611187463335 4.40099513434464 3.12484803195175 1.13797288046881 232.571965815233 12.8995489217679 2089.73815100511
"MAPK12" 1.28370760141919 7.17676715276096 6.11299413850491 1.95631424549103 292.559975563434 1996.97119527269 187.291376140128 2658.36122789505 14.2320942636792 837.405121949284 4.50366712478001 2.93399675622976 1455.13756687887 174.109850711728 383.138787614691 2585.77321568166 1.18533077198248
"MAPK13" 1.28370760141919 717.676715276096 1.52824853462623 1.95631424549103 6.06970903658576 3093.59853968525 107.150148997425 410.701875096145 352.63966897783 427.770004970271 4.50366712478001 4.40099513434464 3642.53118924509 71.6922914695352 8.06607973925665 41.0440192965342 398.271139386113
"MAPK14" 630.300432296825 1.19612785879349 10.6977397423836 1.95631424549103 8769.51561605911 1.06675811713285 4.87046131806479 1.06675811713285 1.58134380707547 66.1390032622364 4.50366712478001 4.40099513434464 1.04161601065058 561.020630071125 10675.4565349062 5613.64915350027 662.599901538206
"MAPK3" 6.41853800709597 1.19612785879349 4.58474560387868 1.95631424549103 1.21394180731715 1.06675811713285 70.4003045065729 100.275263010487 74.3231589325472 22.4019204597898 1.50122237492667 2.93399675622976 679.133638944181 15.9316203265634 5.37738649283776 3.51805879684579 1.18533077198248
"MAPK6" 3292.70999764023 4412.5156710892 123.788131304724 1156.1817190852 1962.94390243183 6363.21216869742 756.692581142975 1409.18747273249 30.045532334434 585.650206305932 1067.36910857286 11118.3807077327 18110.5775771817 5135.67160955575 3196.85626999205 48.0801368902258 762.167686384734
"MAPK7" 3.85112280425758 8.37289501155446 10.6977397423836 1.95631424549103 9.71153445853721 62.9387289108379 130.17414795555 395.767261456286 1.58134380707547 272.023319868876 809.158860085475 4.40099513434464 253.112690588092 7.96581016328169 842.905332752319 1.17268626561526 1.18533077198248
"MAPK8" 1.28370760141919 1.19612785879349 4.58474560387868 1.95631424549103 3.64182542195146 41.603566568181 81.0267655641688 48.004115270978 1.58134380707547 18.1348879912584 37.5305593731668 17.6039805373785 4.16646404260234 1.13797288046881 1.34434662320944 1.17268626561526 1.18533077198248
"MAPK8IP2" 1.28370760141919 1.19612785879349 1.52824853462623 1.95631424549103 1.21394180731715 1.06675811713285 0.442769210733163 1.06675811713285 4.74403142122642 3.20027435139854 1.50122237492667 4.40099513434464 1.04161601065058 1.13797288046881 1.34434662320944 1.17268626561526 1.18533077198248
"MAPK9" 1.28370760141919 5.98063929396747 10.6977397423836 1653.08553743992 706.514131858582 825.670782660822 1216.287021884 33.0695016311182 4.74403142122642 843.805670652081 836.180862834155 1098.78178520804 313.526419205826 1450.91542259774 9.41042636246608 75.0519209993768 96.0117925305808
"MAPKAPK2" 1.28370760141919 63.3947765160552 5490.99698491203 1.95631424549103 390.889261956123 256.021948111883 638.915971087954 1987.37037221849 412.730733646698 146.1458620472 1646.84094529456 2272.38048769995 162.492097661491 1722.89094102978 25.5425858409794 221.637704201285 219.286192816759
"MAPKAPK3" 19.2556140212879 1.19612785879349 4.58474560387868 5.86894273647309 2817.55893478311 1592.66986887934 166.038454024936 589.917238774463 137.576911215566 136.545038993004 1.50122237492667 318.338648050929 4625.81670329924 2876.79544182516 4.03303986962832 3.51805879684579 503.765578092554
"MAX" 984.603730288522 11598.8518467205 4.58474560387868 1019.23972190083 104.398995429275 1060.35756843005 383.880905705652 4645.73160011354 121.763473144811 1040.08916420452 1184.46445381714 729.098193923095 790.586552083793 80.7960745132857 8209.92482794005 11063.1222298144 612.816009114942
"MEF2C" 8.98595320993436 1.19612785879349 2908.25696139371 9.78157122745515 6.06970903658576 1573.46822277095 1.32830763219949 1.06675811713285 1.58134380707547 7.46730681992992 10.5085566244867 1.46699837811488 5.20808005325292 7.96581016328169 9.41042636246608 5.86343132807632 10.6679769478423
"MKNK1" 1.28370760141919 747.579911745934 4.58474560387868 1.95631424549103 3.64182542195146 5.33379058566423 423.730134671637 41.603566568181 39.5335951768868 562.18152772901 7.50611187463335 4578.50193809654 159.367249629539 1.13797288046881 6.7217331160472 165.348763451752 1.18533077198248
"MOS" 1.28370760141919 3.58838357638048 1.52824853462623 1.95631424549103 1.21394180731715 1.06675811713285 0.442769210733163 1.06675811713285 1.58134380707547 3.20027435139854 1.50122237492667 1.46699837811488 3.12484803195175 1.13797288046881 1.34434662320944 3.51805879684579 1.18533077198248
"MST1" 1.28370760141919 1.19612785879349 1.52824853462623 1.95631424549103 1.21394180731715 1.06675811713285 410.447058349642 1.06675811713285 7.90671903537736 289.091449743001 1.50122237492667 1.46699837811488 1.04161601065058 1.13797288046881 1.34434662320944 1.17268626561526 1.18533077198248
"MYC" 2080.89002190051 27.5109407522504 4.58474560387868 13.6941997184372 1.21394180731715 7.46730681992992 350.673214900665 1031.55509926746 49.0216580193396 10.6675811713285 938.263984329169 981.421914958854 436.437108462595 5743.3491277261 1.34434662320944 395.195271512344 15.4093000357722
"NFATC4" 116.817391729147 53.8257536457072 123.788131304724 88.0341410470964 120.180238924398 9.60082305419561 0.442769210733163 1.06675811713285 1.58134380707547 2.13351623426569 1.50122237492667 1.46699837811488 94.7870569692031 112.659315166413 63.1842912908437 116.095940295911 114.9770848823
"NRAS" 1.28370760141919 1324.1135396844 903.1948839641 1.95631424549103 319.266695324411 3161.87105918175 329.863061996206 1020.88751809613 207.156038726887 549.380430323415 620.004840844715 230.318745364036 994.743290171308 2392.01899474545 1891.49569885568 960.430051538901 1118.95224875146
"p18" 145.058958960369 1.19612785879349 1.52824853462623 1.95631424549103 1.21394180731715 121.610425353144 56.2316897631117 186.682670498248 147.064974058019 1.06675811713285 653.031733093101 1.46699837811488 166.658561704093 233.284440496107 1.34434662320944 1.17268626561526 1.18533077198248
"p53" 989.738560694199 1.19612785879349 1.52824853462623 9.78157122745515 35.2043124121974 943.014175545435 922.288265957178 294.425240328665 42.6962827910377 254.95518999475 117.09534524428 1.46699837811488 3.12484803195175 10173.4775513912 8544.66713711921 559.371348698481 420.79242405378
"PAK1" 39.794935643995 139.946959478839 96.2796576814523 60.645741610222 231.862885197576 1722.81435916955 56.6744589738448 323.227709491252 564.539739125943 299.75903091433 4.50366712478001 1.46699837811488 1807.20377847876 7.96581016328169 41.6747453194927 1926.72353440588 124.45973105816
"PRDX6" 1.28370760141919 135.162448043665 1.52824853462623 5.86894273647309 857.042915965909 2049.2423430122 505.199669446539 3337.88614850867 162.878412128774 549.380430323415 406.831263605128 1755.99705860351 1693.66763331785 1460.01920564149 1470.71520579113 1408.39620500393 866.476794319192
"RAC1" 786.912759669966 2998.69254199529 10.6977397423836 44.9952276462937 326.550346168314 12596.2798471046 4862.04870306086 4816.4128988548 817.554748258019 2913.3164178898 7384.51286226429 16701.7765348379 2761.3240442347 5627.27589391828 1404.84222125387 10078.0657666976 5625.57984382884
"RAF1" 1675.23841985205 101.670867997447 4.58474560387868 80.2088840651323 190.588863748793 976.083677176553 795.656271687493 1157.43255708914 45.8589704051887 413.902149447544 3922.69406568339 3692.43491771515 490.601141016425 3113.49380096267 198.963300234997 1943.14114212449 222.842185132706
"RB1" 29.5252748326415 7.17676715276096 7.64124267313114 397.131791834679 92.2595773561035 464.039780952788 242.19475827104 48.004115270978 49.0216580193396 205.884316606639 1.50122237492667 1.46699837811488 71.8715047348903 666.852107954725 4.03303986962832 65.6704308744547 536.954839708063
"SFN" 1.28370760141919 3747.46858160002 7.64124267313114 5.86894273647309 727.151142582974 9.60082305419561 177.993222714731 425.636488736005 118.60078553066 1985.23685598423 1442.67470230453 5564.32484818973 1040.57439463993 5.68986440234407 1.34434662320944 19854.751163132 3668.59873928577
"SMAD4" 1110.4070752276 1252.34586815679 7.64124267313114 5.86894273647309 2026.06887641233 842.738912534948 831.077808546146 11.7343392884613 11.0694066495283 43.7370828024467 163.633238867007 133.496852408454 199.990274044912 471.120772514089 161.321594785133 2244.52151238761 1088.13364867992
"TP53" 989.738560694199 1.19612785879349 7.64124267313114 9.78157122745515 35.2043124121974 1053.95701972725 31.4366139620546 9.60082305419561 52.1843456334906 254.95518999475 773.129523087235 1.46699837811488 3.12484803195175 10180.305388674 8750.35217047025 561.716721229711 438.572385633517
