GENES "U3" "U4" "U6" "U7" "U8" "U9" "H34" "H35" "H36" "H38" "H39" "H40" "S62" "S63" "S64" "S67" "S68"
"PTEN" 450.581368098137 3423.31793186698 4.58474560387868 5.86894273647309 394.531087378074 3721.9190706765 576.485512374578 163.213991921325 121.763473144811 203.750800372373 55.5452278722868 8049.42010071634 3345.67062620968 719.19886045629 1738.24018380981 2686.62423452457 4673.75923392691
"RB1" 29.5252748326415 7.17676715276096 7.64124267313114 397.131791834679 92.2595773561035 464.039780952788 242.19475827104 48.004115270978 49.0216580193396 205.884316606639 1.50122237492667 1.46699837811488 71.8715047348903 666.852107954725 4.03303986962832 65.6704308744547 536.954839708063
"RORB" 32.0926900354799 1.19612785879349 41.2627104349081 1.95631424549103 1.21394180731715 1.06675811713285 2.21384605366581 1.06675811713285 1.58134380707547 1.06675811713285 1.50122237492667 1.46699837811488 3.12484803195175 1.13797288046881 1.34434662320944 5.86343132807632 3.55599231594744
"RPSA" 319.643192753379 587.298778667605 59.6016928504229 105.640969256516 285.276324719531 355.230453005238 171.351684553734 289.091449743001 257.759040553302 289.091449743001 430.850821603954 784.84413229146 219.780978247273 663.438189313318 111.580769726384 730.583543478309 112.606423338336
"SET" 2685.51630216896 4560.83552557959 13349.2509499601 2392.57232223553 3431.81348928559 7379.83265432502 657.95504714948 2512.21536584785 494.960611614623 1855.09236569402 5799.22203434173 32859.2966713952 6131.99345469999 11556.1146011608 2364.70571022541 39868.9876583877 3169.57448428115
"SMAD2" 96.2780701064396 763.129573910249 13.754236811636 9419.65309203931 37.6321960268317 98.1417467762218 160.282454285405 65.0722451451036 30.045532334434 92.8079561905575 4.50366712478001 1.46699837811488 411.438324206981 1922.03619511183 832.150559766644 16741.2691279235 2291.24438224213
"SMAD4" 1110.4070752276 1252.34586815679 7.64124267313114 5.86894273647309 2026.06887641233 842.738912534948 831.077808546146 11.7343392884613 11.0694066495283 43.7370828024467 163.633238867007 133.496852408454 199.990274044912 471.120772514089 161.321594785133 2244.52151238761 1088.13364867992
"SRC" 1.28370760141919 1.19612785879349 4.58474560387868 1.95631424549103 1.21394180731715 1481.72702469752 174.008299818133 1375.05121298424 33.2082199485849 1008.08642069054 37.5305593731668 4.40099513434464 7.29131207455409 3.41391864140644 1.34434662320944 1.17268626561526 1.18533077198248
"SSTR2" 1.28370760141919 2871.90298896318 1.52824853462623 1.95631424549103 1.21394180731715 1.06675811713285 0.442769210733163 1.06675811713285 1.58134380707547 5.33379058566423 4.50366712478001 1.46699837811488 1.04161601065058 2.27594576093763 1.34434662320944 1.17268626561526 1.18533077198248
"SYK" 8.98595320993436 367.211252649603 8333.53925931682 29.3447136823655 3.64182542195146 150.412894515731 1.32830763219949 1.06675811713285 7.90671903537736 1.06675811713285 1.50122237492667 4.40099513434464 7.29131207455409 5.68986440234407 4.03303986962832 474.937937574182 34.3745923874919
"TCF20" 971.76665427433 324.150649733037 56.5451957811704 60.645741610222 5819.63702427843 400.034293924817 912.990112531782 2734.10105421148 254.596352939151 1767.61820008912 698.068404340902 585.332352867837 2057.1916210349 1428.15596498836 52.4295183051682 48.0801368902258 10.6679769478423
"TGFB1" 1.28370760141919 185.399818112992 1.52824853462623 1.95631424549103 1.21394180731715 1.06675811713285 114.677225579889 979.283951527952 1.58134380707547 69.3392776136349 4.50366712478001 4.40099513434464 1.04161601065058 1.13797288046881 1.34434662320944 1.17268626561526 1.18533077198248
"TIMP2" 887.041952580664 4266.58807231639 13.754236811636 2905.12665455418 21421.2171319185 4387.57613576739 5036.49977208973 34973.6648702003 1494.36989768632 6593.63192199812 7900.93335923906 12095.4016275572 3430.04152307237 11049.7166693522 5346.46652050395 23063.2207858554 22261.6972286029
"TIMP3" 86.0084092950861 20684.6390621159 32.0932192271508 1.95631424549103 39681.3297975831 2106.84728133737 824.879039595882 5586.61225942471 232.457539640094 2512.21536584785 283.731028861141 4.40099513434464 21.8739362236623 3.41391864140644 4.03303986962832 3.51805879684579 13.0386384918073
"TIMP4" 3.85112280425758 1.19612785879349 1.52824853462623 1.95631424549103 1.21394180731715 1.06675811713285 0.442769210733163 1.06675811713285 248.270977710849 1.06675811713285 1.50122237492667 1.46699837811488 1.04161601065058 1.13797288046881 1.34434662320944 1.17268626561526 24.8919462116321
"TNFSF10" 3.85112280425758 1101.63375794881 74.8841781966851 1.95631424549103 6.06970903658576 58.6716964423065 28.7799986976556 67.2057613793693 1.58134380707547 46.9373571538452 1.50122237492667 1.46699837811488 1.04161601065058 1.13797288046881 1.34434662320944 3.51805879684579 1.18533077198248
"TP53" 989.738560694199 1.19612785879349 7.64124267313114 9.78157122745515 35.2043124121974 1053.95701972725 31.4366139620546 9.60082305419561 52.1843456334906 254.95518999475 773.129523087235 1.46699837811488 3.12484803195175 10180.305388674 8750.35217047025 561.716721229711 438.572385633517
"TRPM1" 1.28370760141919 1.19612785879349 1.52824853462623 1.95631424549103 44.9158468707346 1.06675811713285 0.442769210733163 5.33379058566423 1.58134380707547 4.26703246853138 1.50122237492667 4.40099513434464 1.04161601065058 42.1049965773461 1.34434662320944 1.17268626561526 3.55599231594744
"VEGFA" 1.28370760141919 92.101845127099 13.754236811636 1.95631424549103 1.21394180731715 4207.29401397194 431.699980464834 92.8079561905575 49.0216580193396 598.451303711526 1298.55735431157 7.33499189057439 2294.68007146324 50.0708067406278 461.110891760838 231.019194326207 13.0386384918073
